first,last,group_name
SARPESHKAR,RAHUL,1406
SATO,A.,1407
SATO,MASA-AKI,1407
SATO,YUZURU,1407
SATYANARAYANA,SRINAGESH,1408
SAUL,L.K.,1409
SAUL,LAWRENCE,1409
SAUL,LAWRENCE K.,1409
SAUND,ERIC,1410
SAUNDERS,GREGORY M.,1411
SAYED,ALI H.,1412
SCHAAL,S.,1413
SCHAAL,STEFAN,1413
SCHAEFERS,CHRISTOPH,1414
SCHAPIRE,ROBERT,1415
SCHAPIRE,ROBERT E.,1415
SCHEEFF,DAVID,1416
SCHEICH,H.,1417
SCHENKEL,M.,1418
SCHENKEL,MARKUS,1418
SCHFITZE,HINRICH,1419
SCHIEGL,INGO,1420
SCHIMERT,JIM,1421
SCHLEY,CHARLES,1422
SCHMIDBAUER,OTTO,1423
SCHMIDHUBER,JUERGEN,1424
SCHMIDHUBER,JURGEN,1424
SCHMITT,MICHAEL,1425
SCHNEIDER,J.,1426
SCHNEIDER,JEFF G.,1426
SCHNEIDMAN,ELAD,1427
SCHNELL,ERIC,1428
SCHNITGER,GEORG,1429
SCHOFL,CHRISTOF,1430
SCHOLKOPF,B.,1431
SCHOLKOPF,BERNHARD,1431
SCHOLZ,MATTHIAS,1432
SCHONER,HOLGER,1433
SCHOTTKY,BERNHARD,1434
SCHOUTEN,JAAP C.,1435
SCHRAUDOLPH,N.N.,1436
SCHRAUDOLPH,NICOL,1436
SCHRAUDOLPH,NICOL N.,1436
SCHREINER,C.E.,1437
SCHREINER,CHRISTOPH E.,1437
SCHULING,F. H.,1438
SCHULTE,MIRIAM,1439
SCHULTEN,K.,1440
SCHULTEN,KLAUS,1440
SCHUSTER,HEINZ,1441
SCHUSTER,MIKE,1441
SCHUURMANS,DALE,1442
SCHWABE,LARS,1443
SCHWABER,JAMES S.,1444
SCHWARTZ,ANTON,1445
SCHWARTZ,D.B.,1445
SCHWARTZ,DANIEL,1445
SCHWARTZ,DANIEL B.,1445
SCHWARTZ,EDWARD,1445
SCHWARTZ,ODELIA,1445
SCHWARTZ,R.,1445
SCHWARTZ,RICHARD,1445
SCHWARZE,H.,1446
SCHWARZE,HOLM,1446
SCHWEGLER,HELMUT,1447
SCHWENK,HOLGER,1448
SCOFIELD,CHRISTOPHER L.,1449
SCOTT,GARY M.,1450
SEEGER,MATTHIAS,1451
SEGEV,IDAN,1452
SEIBERT,MICHAEL,1453
SEINENOV,S.A.,1454
SEJNOWSKI,T. J.,1455
SEJNOWSKI,T.J.,1455
SEJNOWSKI,TERRENCE,1455
SEJNOWSKI,TERRENCE J.,1455
SELVERSTON,ALLEN I.,1456
SENEFT,STEPHANIE,1457
SENIOR,A.,1458
SERENO,MARGARET,1459
SERENO,MARTIN,1459
SERENO,MARTIN I.,1459
SERGEJEW,A.,1460
SERRANO-GOTARREDONA,T.,1461
SERVAN-SCHREIBER,DAVID,1462
SEUNG,H. S.,1463
SEUNG,H. SEBASTIAN,1463
SEUNG,H.S.,1463
SHADMEHR,REZA,1464
SHAH,ROOPAK,1465
SHAHIAN,DAVID,1466
SHAMIR,ELI,1467
SHAPIRO,JONATHAN L.,1468
SHARMA,RAVI K.,1469
SHASHUA,AMNON,1470
SHATZ,CARLA J.,1471
SHAVLIK,J.W.,1472
SHAVLIK,JUDE,1472
SHAVLIK,JUDE W.,1472
SHAWE-TAYLOR,J.,1473
SHAWE-TAYLOR,JOHN,1473
SHEMNGTON,D.,1474
SHEPANSKI,J. F.,1475
SHEPARD,ROGER,1476
SHERRINGTON,D.,1477
SHI,BERTRAM E.,1478
SHIBATA,T.,1479
SHIBATA,TADASHI,1479
SHIN,SANG-YUNG,1480
SHIONO,SATORU,1481
SHOUVAL,HAREL,1482
SHULTZ,THOMAS,1483
SHULTZ,THOMAS R.,1483
SHUSTOROVICH,A.,1484
SHUVALOVA,LB.,1485
SIAPAS,ATHANASSIOS,1486
SIEGEL,MICAH S.,1487
SIEGEL,RALPH M.,1487
SIEGELMANN,HAVA T.,1488
SILL,JOSEPH,1489
SILVERMAN,RONALD H.,1490
SIMARD,PATRICE,1491
SIMARD,PATRICE Y.,1491
SIMMONS,JAMES A.,1492
SIMONCELLI,EERO P.,1493
SIN,C.K.,1494
SINGER,ALEXANDER,1495
SINGER,ELLIOT,1495
SINGER,Y.,1495
SINGER,YORAM,1495
SINGH,S.P.,1496
SINGH,SATINDER,1496
SINGH,SATINDER P.,1496
SINGHAL,SHARAD,1497
SIPPER,MOSHE,1498
SIROSH,J.,1499
SIROSH,JOSEPH,1499
SITARAMEN,R.,1500
SITTON,MARK,1501
SIU,K.Y.,1502
SIU,KAI-YEUNG,1502
SIVILOTTI,MASSIMO,1503
SKAGGS,WILLIAM,1504
SKAGGS,WILLIAM E.,1504
SKANTZOS,N. S.,1505
SKINNER,STEVEN R.,1506
SKRZYPEK,JOSEF,1507
SLANEY,MALCOLM,1508
SLOBODA,TILO,1509
SLONIM,NOAM,1510
SMIMAKIS,STELIOS M.,1511
SMITH,ANTHONY V. W.,1512
SMITH,GAVIN,1512
SMITH,KURT R.,1512
SMITH,L.S.,1512
SMITH,MIKE E. U.,1512
SMITHERS,TIM,1513
SMOLA,ALEX,1514
SMOLA,ALEX J.,1514
SMOLA,ALEXANDER J.,1514
SMOLENSKY,PAUL,1515
SMOTROFF,IRA G.,1516
SMYTH,PADHRAIC,1517
SMYTHE,ERICH J.,1518
SNAPP,R.R.,1519
SNAPP,ROBERT,1519
SNYDER,WESLEY,1520
SNYDER,WESLEY E.,1520
SO,D. S.C.,1521
SOCCI,NICHOLAS D.,1522
SOFTKY,W.R.,1523
SOFTKY,WILLIAM R.,1523
SOLARI,FABIO,1524
SOLLA,S.A.,1525
SOLLA,SARA,1525
SOLLA,SARA A.,1525
SOLLICH,P.,1526
SOLLICH,PETER,1526
SOLODOV,M. V.,1527
SOMERS,DAVID,1528
SOMMER,GERALD,1529
SOMMEX,FRIEDRICH T.,1530
SOMPOLINSKI,HAIM,1531
SOMPOLINSKY,HAIM,1532
SONA,DIEGO,1533
SONG,SEN,1534
SONG,XUBO,1534
SONG,XUBO B.,1534
SONTAG,E.D.,1535
SONTAG,EDUARDO,1535
SONTAG,EDUARDO D.,1535
SORHEIM,EINAR,1536
SOUKUP,TODD,1537
SPANGLER,RANDALL R.,1538
SPECTOR,KALANIT GRILL,1539
SPENCE,C.D.,1540
SPENCE,CLAY,1540
SPENCE,CLAY D.,1540
SPERDUTI,ALESSANDRO,1541
SROKA,JASON,1542
STAFYLOPATIS,ANDREAS,1543
STAHLBERGER,ACHIM,1544
STANDLEY,D. L.,1545
STANTON,PATRIC K.,1546
STARITA,ANTONINA,1547
STECHERT,ANDRE,1548
STECK,JAMES E.,1549
STEEG,EVAN,1550
STEFANOVIC,DARKO,1551
STEIN,CHARLES,1552
STEINHAGE,VOLKER,1553
STEINMETZ,PETER N.,1554
STEMMLER,MARTIN,1555
STENSMO,MAGNUS,1556
STERLING,LEON S.,1557
STERN,EDWARD,1558
STETTER,MARTIN,1559
STEVENS,C.,1560
STEVENS,CATHERINE,1560
STEVENS,CHARLES F.,1560
STOCKER,ALAN,1561
STOLCKE,ANDREAS,1562
STOLORZ,PAUL,1563
STONE,P.,1564
STONICK,VIRGINIA L.,1565
STORK,DAVID,1566
STORK,DAVID G.,1566
STORNETTA,W. SCOTT,1567
STREET,W. N.,1568
STREILEIN,WILLIAM W.,1569
STRYKER,MICHAEL P.,1570
SUAREZ,HUMBERT,1571
SUDBRAK,TH.,1572
SUEMATSU,NOBUO,1573
SUGIYAMA,MASASHI,1574
SULLIVAN,W.E.,1575
SUMIDA,RONALD A.,1576
SUN,G. Z.,1577
SUN,G.Z.,1577
SUN,GUO-ZHEN,1577
SUN,GUO-ZHENG,1577
SUNDARARAJAN,S.,1578
SUNDARESWARAN,V.,1579
SUNG,KAH KAY,1580
SUTTON,JEFFREY P.,1581
SUTTON,R.S.,1581
SUTTON,RICHARD,1581
SUTTON,RICHARD S.,1581
SUZUKI,HISASHI,1582
SUZUKI,RYOJI,1582
SUZUKI,SATOSHI,1582
SVENSEN,M.,1583
SVENSEN,MARKUS,1583
SVERDLOVE,RONALD,1584
SYDORENKO,MARK. R,1585
SYKACEK,PETER,1586
SZEPESVFIXI,CSABA,1587
SZYMANSKI,J.,1588
SZYMANSKI,PETER T.,1588
TABASKO,MARY,1589
TACHI,SUSUMU,1590
TAGLIARINI,GENE A.,1591
TAKAHASHI,NAOMI,1592
TAKANE,YOSHIO,1593
TAKENS,FLORIS,1594
TAM,DAVID,1595
TANAKA,AKIO,1596
TANAKA,SHIGEM,1596
TANAKA,SHIGERU,1596
TANAKA,TOSHIYUKI,1596
TANG,AKAYSHA C.,1597
TANG,D.S.,1597
TANI,J.,1598
TANIGUCHI,MICHIAKI,1599
TARASSENKO,LIONEL,1600
TAWEL,RAOUL,1601
TAYLOR,J.G.,1602
TEBELSKIS,JOE,1603
TEETERS,JEFFREY,1604
TEH,YEE-WHYE,1605
TENENBAUM,J.B.,1606
TENENBAUM,JOSHUA,1606
TENENBAUM,JOSHUA B.,1606
TENORIO,MANOEL F.,1607
TENORIO,MANOEL FERNANDO,1607
TERMAN,DAVID,1608
TERZOPOULOS,DEMETRI,1609
TESAURO,GERALD,1610
THAKOOR,A. P.,1611
THAKOOR,A.P.,1611
THEETEN,JEAN-BERNARD,1612
THIRIA,SYLVIE,1613
THMN,SEBASTIAN,1614
THODBERG,HANS HENRIK,1615
THOMBER,KARVEL K.,1616
THORBERGSSON,C.I.,1617
THORPE,SIMON J.,1618
THRASHER,C.W.,1619
THRUN,S.,1620
THRUN,SEBASTIAN,1620
THRUN,SEBASTIAN B.,1620
TIBSHIRANI,R.,1621
TIBSHITANI,ROBERT,1622
TIETZ,CH.,1623
TIFIO,PETER,1624
TIMMERMAN,DIRK,1625
TINO,P.,1626
TIPPING,MICHAEL E.,1627
TISHBY,NAFTALI,1628
TITTERINGTON,D.M.,1629
TODD,TOM N.,1630
TODOROV,EMANUAL V.,1631
TODOROV,EMANUEL,1631
TOKAR,ROBERT L.,1632
TOLLE,H.,1633
TOMBOULIAN,SHERRYL,1634
TOMBS,JON,1635
TONG,HUI,1636
TONKES,BRADLEY,1637
TOOMARIAN,N.,1638
TOOMARIAN,NIKZAD,1638
TORKKOLA,KARI,1639
TOURETZKY,D.S.,1640
TOURETZKY,DAVID,1640
TOURETZKY,DAVID S.,1640
TOWELL,G.,1641
TOWELL,GEOFFREY,1641
TOWNSEND,JEANNE,1642
TRAPLETTI,ADRIAN,1643
TRENTIN,EDMONDO,1644
TRESP,V.,1645
TRESP,VOLKER,1645
TROTMAN,DAVID L.,1646
TROYANSKY,LIDROR,1647
TROYER,TODD,1648
TSAI,KENNETH Y.,1649
TSENG,HUNG-LI,1650
TSIOUTSIAS,O.I.,1651
TSIRUKIS,ATHANASIOS G.,1652
TSITSIKLIS,J.N.,1653
TSITSIKLIS,JOHN N.,1653
TSIVIDIS,YANNIS,1654
TSOI,A.C.,1655
TSOI,AH CHUNG,1655
TSUNG,FU-SHENG,1656
TUMER,KAGAN,1657
TUNLEY,HILARY,1658
TUNNON,MICHAEL,1659
TURIEL,ANTONIO,1660
TURNER,KAGAN,1661
TZONEV,SVILEN,1662
UEDA,NAONORI,1663
UHLEY,JOHN D.,1664
ULLMAN,SHIMON,1665
UNO,YOJI,1666
USHER,MARIUS,1667
UTANS,JOACHIM,1668
UTGOFF,PAUL,1669
UYAR,HASAN S.,1670
VAADIA,EILON,1671
VAINA,LUCIA M.,1672
VAITHYANATHAN,SHIVAKUMAR,1673
VAN DEN BOUT,DAVID,1674
VAN DEN BOUT,DAVID E.,1674
VAN DER SPIEGEL,J.,1675
VAN DER SPIEGEL,JAN,1675
VAN HEMMEN,J. LEO,1676
VAN HEMMEN,J.L.,1676
VAN SCHAIK,A.,1677
VAN-DEN-BLEEK,COR M.,1678
VAN-DEN-BOSCH,ANTAL,1679
VAN-DER-MERWE,RUDOLPH,1680
VAN-ROY,BENJAMIN,1681
VAN-SCHAIK,ANDRE,1682
VAN-SCHAIK,ANDRFI,1682
VANDEWALLE,JOOS,1683
VAPNIK,V.,1684
VAPNIK,VLADIMIR,1684
VAPNIK,VLADIMIR N.,1684
VARANASI,MAHESH,1685
VASCONCELOS,NUNO,1686
VATIKIOTIS-BATESON,ERIC,1687
VECCHI,MARIO P.,1688
VEDELSBY,JESPER,1689
VELOSO,M.,1690
VENKATESH,SANTOSH,1691
VENKATESH,SANTOSH S.,1691
VENTURINI,RITA,1692
VERRELST,HERMAN,1693
VIBERT,JEAN-FRANQOIS,1694
VICENTE,RENATO,1695
VICTORRI,BERNARD,1696
VIDAL,JACQUES,1697
VIDAL,JACQUES J.,1697
VIDMAR,LUCKY,1698
VIGARIO,RICARDO,1699
VIJAYAHUNAR,SETHU,1700
VINJE,WILLIAM E.,1701
VIOLA,P.A.,1702
VIOLA,PAUL,1702
VIOLA,PAUL A.,1702
VITTOZ,E.,1703
VITTOZ,ERIC,1703
VIVARELLI,FRANCESCO,1704
VOGL,THOMAS P.,1705
VON-ZUR-MUHLEN,ALEXANDER,1706
VOVK,VOLODYA,1707
VU,VAN H.,1708
WADA,YASUHIRO,1709
WAGNER,H.,1710
WAHBA,GRACE,1711
WAIBEL,ALEX,1712
WAINWRIGHT,MARTIN J.,1713
WALKER,M.R.,1714
WALKER,MARILYN,1714
WALTER,J.,1715
WALTON,LANCE C.,1716
WALTZ,DAVID L.,1717
WAN,ERIC A.,1718
WAN,ERNEST,1718
WANG,CHANGFENG,1719
WANG,DELIANG,1719
WANG,DELIANG L.,1719
WANG,H.,1719
WANG,R.J.,1719
WANG,RAYMOND J.W.,1719
WANG,X.,1719
WANG,XIN,1719
WANG,YUEDONG,1719
WARD,DAVID G.,1720
WARLAND,DAVID,1721
WARMUTH,M.K.,1722
WARMUTH,MANFRED K.,1722
WASKIEWICZ,JAMES,1723
WATANABE,ALDRA,1724
WATANABE,SUMIO,1724
WATANABE,TAKAHIRO,1724
WATANABE,TAKAO,1724
WATERHOUSE,S.R.,1725
WATERHOUSE,STEVE,1725
WATKINS,C.J.C.H.,1726
WATKINS,STEVEN S.,1726
WATROUS,RAYMOND L.,1727
WATTENBERG,M.,1728
WATTS,LLOYD,1729
WAUGH,F.R.,1730
WAWRZYNEK,J.,1731
WAWRZYNEK,JOHN,1731
WAXMAN,ALLEN M.,1732
WEBB,ANDREW R.,1733
WEBB,BRANDYN,1733
WEBER,E,1734
WECHSLER,HARRY,1735
WEIGEND,ANDREAS,1736
WEIGEND,ANDREAS S.,1736
WEIJTERS,TON,1737
WEINSHALL,DAPHNA,1738
WEISEND,MICHAEL P.,1739
WEISS,YAIR,1740
WEISS,YAK,1740
WEISSMAN,H.,1741
WEJCHERT,JAKUB,1742
WELLEKENS,C.J.,1743
WENNAN,MICHAEL,1744
WERBLIN,FRANK,1745
WESSEL,RALF,1746
WEST,A.H.L.,1747
WEST,ANSGAR H.L.,1747
WESTERFIELD,MARISSA,1748
WESTERVELT,R. M.,1749
WESTERVELT,R.M.,1749
WESTON,JASON,1750
WETTSCHERECK,DIETRICH,1751
WHEELER,DEIRDRE,1752
WHEELER,DEIRDRE W.,1752
WHEELER,KEVIN R.,1752
WHITE,HALBERT,1753
WHITE,MARK,1753
WHITNEY,ERICH,1754
WIEGERINCK,WIM,1755
WIKLICKY,HERBERT,1756
WILCZEK,FRANK,1757
WILES,JANET,1758
WILKE,STEFAN D.,1759
WILKINSON,TIMOTHY S.,1760
WILLETT,DANIEL,1761
WILLIAMS,C.K.I.,1762
WILLIAMS,CHRISTOPHE K. I.,1762
WILLIAMS,CHRISTOPHER,1762
WILLIAMS,CHRISTOPHER K. I.,1762
WILLIAMS,CHRISTOPHER K.I.,1762
WILLIAMS,JOHN K.,1762
WILLIAMS,LANCE R.,1762
WILLIAMS,PETER M.,1762
WILLIAMS,RONALD J.,1762
WILLIAMS,RUTH J.,1762
WILLIAMSON,JAMES R.,1763
WILLIAMSON,MATTHEW M.,1763
WILLIAMSON,R.C.,1763
WILLIAMSON,ROBERT,1763
WILLIAMSON,ROBERT C.,1763
WILLSHAW,D.J.,1764
WILLSHAW,DAVID,1764
WILSON,MATTHEW A.,1765
WILSON,RICHARD C.,1765
WINDECKER,RICHARD C.,1766
WINDSOR,COLIN G.,1767
WINTER,C.L.,1768
WINTHER,OLE,1769
WISEMAN,S.,1770
WITTNER,BEN S.,1771
WOLD,BARBARA,1772
WOLF,FRED,1773
WOLF,RALPH,1773
WOLFF,GREGORY J.,1774
WOLNIEWICZ,RICHARD,1775
WOLPERT,DANIEL M.,1776
WOLPERT,DAVID,1776
WOLPERT,DAVID H.,1776
WONG,K.Y. MICHAEL,1777
WONG,YIU-FAI,1777
WOOTERS,CHUCK,1778
WOSZCZYNA,MONIKA,1779
WU,CHUAN-LIN,1780
WU,JIAN,1780
WU,L.,1780
WU,LANCE,1780
WU,LIZHONG,1780
WU,SI,1780
WULFF,N.H.,1781
WYATT,J. L.,1782
WYATT,JOHN L.,1782
WYNNE-JONES,MIKE,1783
XIANG,DONG,1784
XIE,XIAOHUI,1785
XIE,Y.,1785
XIONG,YUANSHENG,1786
XU,L.,1787
XU,LEI,1787
XU,T.,1787
YAEGER,LARRY,1788
YAIR,EYAL,1789
YAMADA,K.,1790
YAMADA,SATOSHI,1790
YAMARIA,SATOSHI,1791
YAMASHITA,T.,1792
YAMASHITA,TAKEO,1792
YANG,H.,1793
YANG,HOWARD H.,1793
YANG,MING-HSUAN,1793
YANG,ZHIYONG,1793
YARIV,AMNON,1794
YARVIN,NORMAN,1795
YASUI,S.,1796
YEN,SHIH-CHENG,1797
YESHURUN,YECHEZKEL,1798
YEUNG,D.,1799
YEUNG,DIT-YAN,1799
YOKOSAWA,KAZUHIKO,1800
YOON,HYOUNGSOO,1801
YOSHIZAWA,SHUJI,1802
YOUNG,ERIC D.,1803
YU,S.,1804
YU,STELLA X.,1804
YUAN,JEN-LUN,1805
YUHAS,B.,1806
YUHAS,B.P.,1806
YUILLE,A.L.,1807
YUILLE,ALAN,1807
YUILLE,ALAN L.,1807
ZAAGMAN,W. H.,1808
ZADOR,A.,1809
ZADOR,ANTHONY,1809
ZADOR,ANTHONY M.,1809
ZAHALKA,ABIR,1810
ZAK,MICHAIL,1811
ZAVALIAGKOS,G.,1812
ZAVALIAGKOS,GEORGE,1812
ZECCHINA,R.,1813
ZEE,AO,1814
ZEEVI,ASSAF J.,1815
ZEGER,KENNETH,1816
ZEITLHOFER,JOSEF,1817
ZEITOUNI,OFER,1818
ZELINSKY,G.J.,1819
ZEMEL,RICHARD,1820
ZEMEL,RICHARD S.,1820
ZEPPENFELD,TORSTEN,1821
ZHANG,JUN,1822
ZHANG,KECHEN,1822
ZHANG,L.Q.,1822
ZHANG,LIQING,1822
ZHANG,NEVIN L.,1822
ZHANG,TONG,1822
ZHANG,W.,1822
ZHANG,XIRU,1822
ZHAO,J.,1823
ZHAO,Y.,1823
ZHAO,YING,1823
ZHOU,PING,1824
ZIBULEVSKY,MICHAEL,1825
ZIEHE,ANDREAS,1826
ZIHL,JOSEF,1827
ZILBERSTEIN,SHLOMO,1828
ZIMMERMAN,GEORGE LEE,1829
ZIMMERMANN,H. G.,1830
ZIMMERMANN,HANS GEORG,1830
ZIPSER,DAVID,1831
ZLOCHIN,MARK,1832
ZOHARY,E.,1833
ZUE,VICTOR,1834
ZUE,VICTOR W.,1834
